recipe_name,meal_category,yield_quantity,cuisine,suitable_nationalities,ingredients_count,ingredients,verification_status,source_authority,source_url,last_verified_on,source_notes
صالونة دجاج,غداء / Lunch,100,خليجي,بعثات خليجي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
صالونة دجاج خليجية,غداء / Lunch,100,خليجي / Gulf,الإمارات العربية المتحدة، قطر، البحرين، الكويت، سلطنة عُمان,6,دجاج كامل مبرد:42 | بطاطس:8 | جزر:5 | كوسة:5 | طماطم:5 | بصل:4,رسمي موثق / Official Verified,Visit Qatar — official tourism portal,https://visitqatar.com/intl-en/about-qatar/cuisine,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
صيادية سمك,غداء / Lunch,100,شامي / Levantine,لبنان، سوريا، فلسطين,5,سمك فيليه:25 | أرز بسمتي:17 | بصل:10 | كمون:0.25 | ليمون:3,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
طاجن دجاج,غداء / Lunch,100,مغربي / Moroccan,المغرب، الجزائر، تونس,6,دجاج كامل مبرد:45 | بصل:5 | طماطم:4 | ليمون:3 | زيت نباتي:2 | بهارات مشكلة:0.6,رسمي موثق / Official Verified,Moroccan National Tourist Office,https://www.visitmorocco.com/en/travel-info/food-drinks,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
طاجن دجاج بالزيتون,غداء / Lunch,100,مغاربي,بعثات مغاربي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
طاجن لحم بالبرقوق,غداء / Lunch,100,مغربي / Moroccan,المغرب,6,لحم غنم:25 | بصل:5 | زبيب:3 | لوز:1.5 | قرفة:0.12 | عسل:2,رسمي موثق / Official Verified,Moroccan National Tourist Office,https://www.visitmorocco.com/en/travel-info/food-drinks,2026-08-09,المصدر يثبت اسم/هوية الطبق؛ صيغة وكميات WAFD التشغيلية مستقلة وتحتاج اعتماداً تشغيلياً.
فاصوليا بيضاء باللحم,غداء / Lunch,100,عام / General,جميع البعثات,5,فاصوليا بيضاء:12 | لحم بقري:18 | طماطم:4 | بصل:3 | معجون طماطم:2,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
فاصوليا تركية,غداء / Lunch,100,تركي,بعثات تركي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
فاصوليا ولوبيا,غداء / Lunch,100,أفريقي,بعثات أفريقي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
فتة حمص,إفطار / Breakfast,100,شامي / Levantine,سوريا، لبنان، فلسطين، الأردن,6,حمص حب:12 | خبز عربي:100 | زبادي:15 | طحينة:4 | ثوم:0.6 | لوز:1,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
فتة دجاج,غداء / Lunch,100,عربي,بعثات عربي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
فتة لحم مصرية,غداء / Lunch,100,مصري / Egyptian,مصر,6,أرز مصري:16 | لحم بقري:22 | خبز عربي:100 | خل:2 | ثوم:1 | معجون طماطم:2,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
فول إفطار,إفطار / Breakfast,100,عام / General,جميع البعثات,6,فول:16 | طماطم:3 | بصل:2 | زيت نباتي:1.5 | كمون:0.2 | خبز عربي:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
فول وبيض,إفطار / Breakfast,100,عربي / Arabic,البعثات العربية والعامة,5,فول:14 | بيض:100 | طماطم:3 | بصل:2 | خبز عربي:120,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
فول وطعمية مصرية,إفطار / Breakfast,100,مصري / Egyptian,مصر، السودان,6,فول:15 | دقيق حمص:8 | بقدونس:2 | بصل:3 | ثوم:0.7 | خبز عربي:120,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كابلي بلو أفغاني,غداء / Lunch,100,أفغاني / Afghan,أفغانستان,7,أرز بسمتي:18 | لحم غنم:25 | جزر:5 | زبيب:2 | لوز:1.5 | بصل:4 | هيل:0.08,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كاري أخضر تايلندي,غداء / Lunch,100,تايلندي / Thai,تايلاند,6,صدور دجاج:23 | حليب جوز الهند:11 | معجون كاري:2 | فاصوليا خضراء:5 | فلفل رومي:3 | أرز ياسمين:17,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كاري سمك بنغلاديشي,غداء / Lunch,100,بنغلاديشي / Bangladeshi,بنغلاديش,6,سمك فيليه:25 | بطاطس:8 | طماطم:4 | بصل:4 | كركم:0.25 | فلفل حار:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كباب تركي مشوي,غداء / Lunch,100,تركي / Turkish,تركيا، البوسنة والهرسك، ألبانيا,6,لحم مفروم:24 | بصل:4 | بقدونس:1 | بابريكا:0.3 | خبز عربي:100 | طماطم:5,رسمي موثق / Official Verified,GoTürkiye — official tourism portal,https://gastronomy.goturkiye.com/turkish-cuisine,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
كباب تركي مع أرز,غداء / Lunch,100,تركي,بعثات تركي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كباب تشابلي,غداء / Lunch,100,باكستاني / Pakistani,باكستان، أفغانستان,6,لحم مفروم:24 | بصل:5 | طماطم:3 | كزبرة خضراء:1 | ذرة مجروشة:2 | فلفل حار:0.4,رسمي موثق / Official Verified,Pakistan Tourism Development Corporation,https://tourism.gov.pk/pakistan.html,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
كباب سيخ,غداء / Lunch,100,باكستاني,بعثات باكستاني,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كبسة دجاج,غداء / Lunch,100,عام / General,جميع البعثات,8,أرز بسمتي:18 | دجاج كامل مبرد:50 | بصل:4 | طماطم:5 | معجون طماطم:2 | زيت نباتي:3 | بهارات مشكلة:0.6 | ملح:0.8,رسمي موثق / Official Verified,Visit Saudi — official tourism portal,https://www.visitsaudi.com/content/dam/saudi-tourism/media/guides/saudi-series-culture-english.pdf,2026-08-09,المصدر يثبت اسم/هوية الطبق؛ صيغة وكميات WAFD التشغيلية مستقلة وتحتاج اعتماداً تشغيلياً.
كبسة دجاج سعودية,غداء / Lunch,100,سعودي / Saudi,السعودية، الخليج والعامة,6,أرز بسمتي:18 | دجاج كامل مبرد:50 | بصل:4 | طماطم:5 | بهارات كبسة:0.7 | زيت نباتي:3,رسمي موثق / Official Verified,Visit Saudi — official tourism portal,https://www.visitsaudi.com/content/dam/saudi-tourism/media/guides/saudi-series-culture-english.pdf,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
كبسة لحم,غداء / Lunch,100,سعودي / Saudi,السعودية، الخليج والعامة,6,أرز بسمتي:18 | لحم غنم:30 | بصل:4 | طماطم:4 | بهارات كبسة:0.7 | زيت نباتي:2,رسمي موثق / Official Verified,Visit Saudi — official tourism portal,https://www.visitsaudi.com/content/dam/saudi-tourism/media/guides/saudi-series-culture-english.pdf,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
كرواسون وجبنة وعصير,إفطار / Breakfast,100,عام / General,جميع البعثات,4,كرواسون:100 | جبنة شرائح:100 | عصير 200 مل:100 | ماء 330 مل:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كسرة ولحم سوداني,غداء / Lunch,100,سوداني / Sudanese,السودان,5,دقيق أبيض:12 | لحم بقري:22 | بامية:8 | طماطم:4 | بصل:4,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كسكس بالخضار والدجاج,غداء / Lunch,100,مغاربي / Maghrebi,المغرب، الجزائر، تونس، ليبيا، موريتانيا,7,كسكس:18 | دجاج كامل مبرد:42 | كوسة:6 | جزر:5 | قرع:5 | حمص حب:4 | بصل:4,رسمي موثق / Official Verified,Moroccan National Tourist Office,https://www.visitmorocco.com/en/travel-info/food-drinks,2026-08-09,المصدر يثبت اسم/هوية الطبق؛ صيغة وكميات WAFD التشغيلية مستقلة وتحتاج اعتماداً تشغيلياً.
كسكس بالخضار واللحم,غداء / Lunch,100,مغاربي / Maghrebi,المغرب، الجزائر، تونس، ليبيا، موريتانيا,7,كسكس:18 | لحم بقري:22 | جزر:5 | كوسة:5 | حمص حب:4 | طماطم:4 | بصل:3,رسمي موثق / Official Verified,Moroccan National Tourist Office,https://www.visitmorocco.com/en/travel-info/food-drinks,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
كسكس بالدجاج,غداء / Lunch,100,مغاربي,بعثات مغاربي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كسكس باللحم,غداء / Lunch,100,مغاربي,بعثات مغاربي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كسكس سنغالي,غداء / Lunch,100,أفريقي,بعثات أفريقي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كشري,غداء / Lunch,100,مصري / Egyptian,مصر والعامة,6,أرز مصري:12 | مكرونة:6 | عدس أحمر:6 | حمص حب:4 | بصل:5 | معجون طماطم:4,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
كشري مصري,غداء / Lunch,100,عام / General,جميع البعثات,6,أرز مصري:12 | مكرونة:6 | عدس أحمر:6 | حمص حب:4 | بصل:5 | معجون طماطم:4,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كفتة بالصلصة,غداء / Lunch,100,عربي / Arabic,العرب، تركيا والعامة,6,لحم مفروم:22 | طماطم:5 | بصل:4 | بقدونس:1 | معجون طماطم:2 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
كفتة بالطحينة,غداء / Lunch,100,عربي,بعثات عربي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كفتة بوسنية مع أرز,غداء / Lunch,100,بلقاني / Balkan,البوسنة، ألبانيا,6,لحم مفروم:23 | أرز بسمتي:17 | بصل:4 | ثوم:0.7 | بقدونس:1 | بابريكا:0.4,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كفتة تركية,غداء / Lunch,100,تركي,بعثات تركي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كفتة لحم مع أرز,غداء / Lunch,100,عام / General,جميع البعثات,5,لحم مفروم:22 | أرز بسمتي:17 | بصل:3 | بقدونس:1 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كوتو روتي دجاج,عشاء / Dinner,100,سريلانكي / Sri Lankan,سريلانكا,6,خبز براتا:100 | صدور دجاج:18 | بيض:50 | ملفوف:5 | جزر:4 | كاري بودرة:0.5,رسمي موثق / Official Verified,Sri Lanka Tourism,https://srilanka.travel/food,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
كوفي بريك اقتصادي,كوفي بريك / Coffee Break,100,عام / General,جميع البعثات,6,كرواسون:100 | كيك فردي:100 | شاي:300 | قهوة:300 | ماء 330 مل:100 | منديل ورقي:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كوفي بريك عالمي,كوفي بريك / Coffee Break,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
كوفي بريك عربي,كوفي بريك / Coffee Break,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
لاجمان لحم,عشاء / Dinner,100,آسيا الوسطى / Central Asian,أوزبكستان، كازاخستان، قرغيزستان,6,نودلز:15 | لحم بقري:20 | فلفل رومي:4 | طماطم:4 | بصل:3 | جزر:3,رسمي موثق / Official Verified,Uzbekistan Travel — official tourism portal,https://uzbekistan.travel/en/c/uzbek-cuisine/,2026-08-09,المصدر يثبت اسم/هوية الطبق؛ صيغة وكميات WAFD التشغيلية مستقلة وتحتاج اعتماداً تشغيلياً.
لازانيا لحم,غداء / Lunch,100,أوروبي,بعثات أوروبي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
لاكسا دجاج,عشاء / Dinner,100,ماليزي / Malaysian,ماليزيا، سنغافورة,5,نودلز:14 | صدور دجاج:20 | حليب جوز الهند:10 | معجون كاري:2 | فاصوليا خضراء:4,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
لحم بامية,غداء / Lunch,100,أفريقي,بعثات أفريقي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
لحم بصوص الفلفل,غداء / Lunch,100,أوروبي,بعثات أوروبي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مافي لحم بالفول السوداني,غداء / Lunch,100,غرب أفريقي / West African,مالي، السنغال، موريتانيا، غينيا,6,لحم بقري:22 | زبدة فول سوداني:6 | بطاطس:7 | جزر:4 | طماطم:4 | بصل:4,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مانتي,غداء / Lunch,100,آسيا الوسطى / Central Asian,أوزبكستان، تركيا، كازاخستان، قرغيزستان، طاجيكستان، تركمانستان,5,دقيق أبيض:14 | لحم مفروم:20 | بصل:6 | زبادي:8 | فلفل أسود:0.2,رسمي موثق / Official Verified,Uzbekistan Travel — official tourism portal,https://uzbekistan.travel/en/c/uzbek-cuisine/,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
متبل باذنجان,غداء / Lunch,100,عام / General,جميع البعثات,5,باذنجان:15 | طحينة:5 | ليمون:3 | ثوم:0.5 | ملح:0.2,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مجبوس دجاج,غداء / Lunch,100,خليجي,بعثات خليجي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مجبوس دجاج خليجي,غداء / Lunch,100,خليجي / Gulf,الكويت، البحرين، قطر، الإمارات، عمان,7,أرز بسمتي:18 | دجاج كامل مبرد:48 | بصل:4 | طماطم:4 | هيل:0.08 | قرفة:0.1 | بهارات مشكلة:0.6,رسمي موثق / Official Verified,Visit Qatar — official tourism portal,https://visitqatar.com/intl-en/about-qatar/cuisine,2026-08-09,المصدر يثبت اسم/هوية الطبق؛ صيغة وكميات WAFD التشغيلية مستقلة وتحتاج اعتماداً تشغيلياً.
مجبوس لحم,غداء / Lunch,100,خليجي,بعثات خليجي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مجدرة,غداء / Lunch,100,عربي,بعثات عربي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
محشي خضار,غداء / Lunch,100,عربي,بعثات عربي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مدروبة سمك,غداء / Lunch,100,إماراتي / Emirati,الإمارات العربية المتحدة، سلطنة عُمان,6,سمك فيليه:22 | أرز بسمتي:12 | طماطم:4 | بصل:4 | كركم:0.2 | كمون:0.2,رسمي موثق / Official Verified,Experience Abu Dhabi — official tourism portal,https://visitabudhabi.ae/en/plan-your-trip/culture-and-traditions/emirati-cuisine,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
مرقوق,غداء / Lunch,100,خليجي,بعثات خليجي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مسخن دجاج,غداء / Lunch,100,فلسطيني / Palestinian,فلسطين، الأردن,5,دجاج كامل مبرد:45 | خبز عربي:100 | بصل:12 | زيت نباتي:3 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مقرونة تونسية,غداء / Lunch,100,مغاربي,بعثات مغاربي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مقرونة تونسية بالدجاج,غداء / Lunch,100,تونسي / Tunisian,تونس، ليبيا,6,مكرونة:16 | صدور دجاج:22 | معجون طماطم:4 | فلفل حار:0.4 | بصل:3 | ثوم:0.8,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مقلوبة دجاج,غداء / Lunch,100,عام / General,جميع البعثات,6,أرز بسمتي:18 | دجاج كامل مبرد:45 | باذنجان:10 | بطاطس:8 | بصل:3 | بهارات مشكلة:0.5,رسمي موثق / Official Verified,Visit Jordan — official tourism portal,https://edutravel.visitjordan.com/en/page/79/Food-and-Drinks,2026-08-09,المصدر يثبت اسم/هوية الطبق؛ صيغة وكميات WAFD التشغيلية مستقلة وتحتاج اعتماداً تشغيلياً.
مكبوس سمك,غداء / Lunch,100,خليجي,بعثات خليجي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مكرونة ألفريدو,غداء / Lunch,100,أوروبي,بعثات أوروبي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مكرونة بالدجاج,عشاء / Dinner,100,عام / General,جميع البعثات,7,مكرونة:16 | صدور دجاج:22 | طماطم:4 | بصل:3 | معجون طماطم:3 | زيت نباتي:2 | فلفل رومي:3,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مكرونة باللحم المفروم,عشاء / Dinner,100,عام / General,جميع البعثات,6,مكرونة:16 | لحم مفروم:18 | طماطم:4 | بصل:3 | معجون طماطم:3 | زيت نباتي:2,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مكرونة بولونيز,غداء / Lunch,100,أوروبي,بعثات أوروبي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مكرونة مبكبكة,غداء / Lunch,100,ليبي / Libyan,ليبيا,6,مكرونة:16 | لحم بقري:20 | طماطم:5 | معجون طماطم:3 | بصل:4 | فلفل حار:0.4,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
ملوخية بالدجاج,غداء / Lunch,100,عام / General,جميع البعثات,5,دجاج كامل مبرد:45 | ثوم:1 | كزبرة خضراء:1 | أرز بسمتي:17 | زيت نباتي:1,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مندي دجاج,غداء / Lunch,100,عام / General,جميع البعثات,7,أرز بسمتي:18 | دجاج كامل مبرد:50 | زيت نباتي:2 | بصل:3 | بهارات مشكلة:0.6 | هيل:0.08 | ملح:0.8,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مندي لحم,غداء / Lunch,100,يمني / Yemeni,اليمن، الخليج والعامة,6,أرز بسمتي:18 | لحم غنم:30 | بصل:4 | بهارات مندي:0.7 | هيل:0.08 | زيت نباتي:2,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
منسف لحم,غداء / Lunch,100,أردني / Jordanian,الأردن,5,لحم غنم:28 | أرز بسمتي:18 | زبادي:25 | لوز:1.5 | خبز عربي:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
مي جورينج,غداء / Lunch,100,إندونيسي,بعثات إندونيسي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
ناسي توماتو,غداء / Lunch,100,ماليزي / Malaysian,ماليزيا,6,أرز ياسمين:18 | صلصة طماطم جاهزة:5 | طماطم:4 | بصل:4 | قرفة عيدان:0.05 | صدور دجاج:20,رسمي موثق / Official Verified,Tourism Malaysia,https://www.malaysia.travel/explore/malaysian-food-52-top-picks-you-shouldn-t-miss,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
ناسي جورينج,غداء / Lunch,100,إندونيسي,بعثات إندونيسي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
